Assembly_Accession,tax_id,Species,Kingdom,Phylum,Class,FTP_path
GCF_004135585.1,1892855,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/585/GCF_004135585.1_ASM413558v1
GCF_001720465.1,1896196,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/465/GCF_001720465.1_ASM172046v1
GCF_002796545.1,1896961,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/796/545/GCF_002796545.1_ASM279654v1
GCF_001886615.1,1897729,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/615/GCF_001886615.1_ASM188661v1
GCF_001792795.1,1898044,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/795/GCF_001792795.1_ASM179279v1
GCF_002863805.1,1898103,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/805/GCF_002863805.1_ASM286380v1
GCF_902381805.1,1898203,,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/381/805/GCF_902381805.1_UHGG_MGYG-HGUT-01704
GCF_902386045.1,1898207,,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/386/045/GCF_902386045.1_UHGG_MGYG-HGUT-02340
GCF_002313045.1,1898474,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/045/GCF_002313045.1_ASM231304v1
GCF_002037565.1,1898684,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/037/565/GCF_002037565.1_ASM203756v1
GCF_002355895.1,1902136,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/895/GCF_002355895.1_ASM235589v1
GCF_003860405.1,1902245,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/405/GCF_003860405.1_ASM386040v1
GCF_001969445.1,1903186,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/445/GCF_001969445.1_ASM196944v1
GCF_001975685.1,1903686,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/685/GCF_001975685.1_ASM197568v1
GCF_002157875.1,1903694,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/875/GCF_002157875.1_ASM215787v1
GCF_002162355.1,1903704,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/355/GCF_002162355.1_ASM216235v1
GCF_002850435.1,1904441,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/435/GCF_002850435.1_ASM285043v1
GCF_001735805.1,1904616,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/805/GCF_001735805.1_ASM173580v1
GCF_001953215.1,1904640,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/215/GCF_001953215.1_ASM195321v1
GCF_001806305.1,1904944,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/305/GCF_001806305.1_ASM180630v1
GCF_001753185.1,1905288,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/185/GCF_001753185.1_ASM175318v1
GCF_000024645.1,561231,Pectobacterium parmentieri,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/645/GCF_000024645.1_ASM2464v1
GCF_000260925.1,1905730,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/925/GCF_000260925.1_ASM26092v1
GCF_001806325.1,1905847,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/325/GCF_001806325.1_ASM180632v1
GCF_001854405.1,1906738,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/405/GCF_001854405.1_ASM185440v1
GCF_001808185.1,1906741,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/185/GCF_001808185.1_ASM180818v1
GCF_001792815.1,1906742,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/815/GCF_001792815.1_ASM179281v1
GCF_010587025.1,1906744,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/587/025/GCF_010587025.1_ASM1058702v1
GCF_002271215.1,1907578,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/271/215/GCF_002271215.1_ASM227121v1
GCF_005280275.1,1908198,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/275/GCF_005280275.1_ASM528027v1
GCF_004843165.1,1909293,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/843/165/GCF_004843165.1_ASM484316v1
GCF_002057455.1,1909395,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/057/455/GCF_002057455.1_ASM205745v1
GCF_002022225.1,1909732,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/225/GCF_002022225.1_ASM202222v1
GCF_002849735.1,1911175,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/849/735/GCF_002849735.1_ASM284973v1
GCF_001895285.1,1911586,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/285/GCF_001895285.1_ASM189528v1
GCF_001895305.1,1911587,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/305/GCF_001895305.1_ASM189530v1
GCF_002838205.1,1911683,,Bacteria,Tenericutes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/838/205/GCF_002838205.1_ASM283820v1
GCF_002838185.1,1911684,,Bacteria,Tenericutes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/838/185/GCF_002838185.1_ASM283818v1
GCF_010365305.1,1912064,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/305/GCF_010365305.1_ASM1036530v1
GCF_001856685.1,1912795,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/685/GCF_001856685.1_ASM185668v1
GCF_000952975.1,1912856,,Bacteria,Firmicutes,Tissierellia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/975/GCF_000952975.1_D1G
GCF_008000835.1,1912871,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/835/GCF_008000835.1_ASM800083v1
GCF_003287895.1,1912897,,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/895/GCF_003287895.1_ASM328789v1
GCF_001889005.1,1913577,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/005/GCF_001889005.1_ASM188900v1
GCF_001889025.1,1913578,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/025/GCF_001889025.1_ASM188902v1
GCF_001886495.1,1914410,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/495/GCF_001886495.1_ASM188649v1
GCF_009671205.1,1914461,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/671/205/GCF_009671205.1_ASM967120v1
GCF_003967275.1,1914471,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/275/GCF_003967275.1_ASM396727v1
GCF_003609835.1,1914525,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/835/GCF_003609835.1_ASM360983v1
GCF_002814035.1,1914541,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/814/035/GCF_002814035.1_ASM281403v1
GCF_001888805.2,1914861,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/805/GCF_001888805.2_ASM188880v2
GCF_008121535.1,1914871,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/121/535/GCF_008121535.1_ASM812153v1
GCF_002848525.1,1914992,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/525/GCF_002848525.1_ASM284852v1
GCF_001940525.2,1915078,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/940/525/GCF_001940525.2_ASM194052v2
GCF_002208095.1,1915310,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/095/GCF_002208095.1_ASM220809v1
GCF_001889265.1,1916917,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/265/GCF_001889265.1_ASM188926v1
GCF_001885215.1,1916956,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/215/GCF_001885215.1_ASM188521v1
GCF_001886475.1,1917158,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/475/GCF_001886475.1_ASM188647v1
GCF_002863865.1,1917421,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/865/GCF_002863865.1_ASM286386v1
GCF_003609975.1,1917441,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/975/GCF_003609975.1_ASM360997v1
GCF_001886735.1,1917485,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/735/GCF_001886735.1_ASM188673v1
GCF_002903485.1,1920107,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/903/485/GCF_002903485.1_ASM290348v1
GCF_002903045.1,1920109,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/903/045/GCF_002903045.1_ASM290304v1
GCF_002934585.1,1920110,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/934/585/GCF_002934585.1_ASM293458v1
GCF_002902985.1,1920114,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/902/985/GCF_002902985.1_ASM290298v1
GCF_002935105.1,1920116,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/935/105/GCF_002935105.1_ASM293510v1
GCF_002903085.1,1920128,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/903/085/GCF_002903085.1_ASM290308v1
GCF_001886655.1,1920191,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/655/GCF_001886655.1_ASM188665v1
GCF_001886515.1,1920667,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/515/GCF_001886515.1_ASM188651v1
GCF_001908835.1,1920883,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/835/GCF_001908835.1_ASM190883v1
GCF_002795805.1,1921086,,Bacteria,Proteobacteria,Zetaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/805/GCF_002795805.1_ASM279580v1
GCF_002795825.1,1921087,,Bacteria,Proteobacteria,Zetaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/825/GCF_002795825.1_ASM279582v1
GCF_000445995.2,1921421,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/995/GCF_000445995.2_ASM44599v2
GCF_001890385.1,1921510,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/385/GCF_001890385.1_ASM189038v1
GCF_008808075.1,1921565,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/808/075/GCF_008808075.1_ASM880807v1
GCF_900143135.1,1922217,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/135/GCF_900143135.1_ErCipseudotaxifoliae_v1.0
GCF_001922345.1,1926494,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/345/GCF_001922345.1_ASM192234v1
GCF_900161835.1,1929246,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/161/835/GCF_900161835.1_HBAv1
GCF_003966895.1,1930071,,Bacteria,Firmicutes,Negativicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/895/GCF_003966895.1_ASM396689v1
GCF_007741535.1,1930273,,Bacteria,Planctomycetes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/741/535/GCF_007741535.1_ASM774153v1
GCF_007741495.1,1930274,,Bacteria,Planctomycetes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/741/495/GCF_007741495.1_ASM774149v1
GCF_007741555.1,1930275,,Bacteria,Planctomycetes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/741/555/GCF_007741555.1_ASM774155v1
GCF_007741515.1,1930276,,Bacteria,Planctomycetes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/741/515/GCF_007741515.1_ASM774151v1
GCF_002025205.1,1930532,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/205/GCF_002025205.1_ASM202520v1
GCF_002109365.1,1930546,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/109/365/GCF_002109365.1_ASM210936v1
GCF_002209245.2,1930557,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/245/GCF_002209245.2_ASM220924v2
GCF_004102945.1,1930593,,Bacteria,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/945/GCF_004102945.1_ASM410294v1
GCF_002077155.1,1930764,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/155/GCF_002077155.1_ASM207715v1
GCF_002056295.1,1931241,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/056/295/GCF_002056295.1_ASM205629v1
GCF_001952815.1,1933220,,Bacteria,Bacteroidetes,Sphingobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/952/815/GCF_001952815.1_ASM195281v1
GCF_001302565.1,1933880,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/302/565/GCF_001302565.1_ASM130256v1
GCF_002022505.1,1933904,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/505/GCF_002022505.1_ASM202250v1
GCF_002022605.1,1933906,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/605/GCF_002022605.1_ASM202260v1
GCF_002022665.1,1933907,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/665/GCF_002022665.1_ASM202266v1
GCF_002022485.1,1933910,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/485/GCF_002022485.1_ASM202248v1
GCF_002022585.1,1933912,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/585/GCF_002022585.1_ASM202258v1
GCF_002090195.1,1934254,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/090/195/GCF_002090195.1_ASM209019v1
GCF_004299785.2,1935204,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/299/785/GCF_004299785.2_ASM429978v2
GCF_004028235.1,1935379,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/235/GCF_004028235.1_ASM402823v1
GCF_002007645.1,1936003,,Bacteria,Planctomycetes,Phycisphaerae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/645/GCF_002007645.1_ASM200764v1
GCF_011207455.1,1936021,,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/207/455/GCF_011207455.1_ASM1120745v1
GCF_001971725.1,1936080,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/725/GCF_001971725.1_ASM197172v1
GCF_001971785.1,1936081,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/785/GCF_001971785.1_ASM197178v1
GCF_002356155.1,1938334,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/155/GCF_002356155.1_MST3_assembly01
GCF_002002905.1,1938604,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/002/905/GCF_002002905.1_ASM200290v1
GCF_002002865.1,1938605,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/002/865/GCF_002002865.1_ASM200286v1
GCF_002002885.1,1938606,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/002/885/GCF_002002885.1_ASM200288v1
GCF_002002925.1,1938607,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/002/925/GCF_002002925.1_ASM200292v1
GCF_009866825.1,1940319,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/866/825/GCF_009866825.1_ASM986682v1
GCF_005144885.1,1940610,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/885/GCF_005144885.1_ASM514488v1
GCF_008119665.1,1940612,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/119/665/GCF_008119665.1_ASM811966v1
GCF_002163975.1,1940762,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/975/GCF_002163975.1_ASM216397v1
GCF_009662295.1,1940789,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/662/295/GCF_009662295.1_ASM966229v1
GCF_001997385.1,1940790,,Bacteria,Planctomycetes,Phycisphaerae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/385/GCF_001997385.1_ASM199738v1
GCF_001999205.1,1941347,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/205/GCF_001999205.1_ASM199920v1
GCF_002117005.1,1941349,,Bacteria,Planctomycetes,Phycisphaerae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/005/GCF_002117005.1_ASM211700v1
GCF_900169485.1,1944646,,Bacteria,Actinobacteria,Coriobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/485/GCF_900169485.1_PRJEB19959
GCF_002007605.1,1945512,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/605/GCF_002007605.1_ASM200760v1
GCF_002302535.1,1945657,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/535/GCF_002302535.1_ASM230253v1
GCF_002302515.1,1945658,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/515/GCF_002302515.1_ASM230251v1
GCF_002105555.1,1945662,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/555/GCF_002105555.1_ASM210555v1
GCF_003031405.1,1949203,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/405/GCF_003031405.1_ASM303140v1
GCF_002368175.1,1954171,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/368/175/GCF_002368175.1_ASM236817v1
GCF_002076915.1,1960083,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/915/GCF_002076915.1_ASM207691v1
GCF_001638925.1,1961362,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/638/925/GCF_001638925.1_ASM163892v1
GCF_002090335.1,1961713,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/090/335/GCF_002090335.1_ASM209033v1
GCF_002009255.1,1962264,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/255/GCF_002009255.1_ASM200925v1
GCF_000959025.1,1963032,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/025/GCF_000959025.1_ASM95902v1
GCF_002028385.1,1964449,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/385/GCF_002028385.1_ASM202838v1
GCF_002021925.1,1660067,Campylobacter pinnipediorum,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/925/GCF_002021925.1_ASM202192v1
GCF_002021985.1,1874362,Campylobacter pinnipediorum,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/985/GCF_002021985.1_ASM202198v1
GCF_003957745.1,1965282,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/745/GCF_003957745.1_ASM395774v1
GCF_002076895.1,1967665,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/895/GCF_002076895.1_ASM207689v1
GCF_003019735.1,1967666,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/735/GCF_003019735.1_ASM301973v1
GCF_001664265.1,1967781,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/664/265/GCF_001664265.1_ASM166426v1
GCF_900239945.1,1967782,,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/239/945/GCF_900239945.1_Chlamydia_sp._nov._H15-1957-10C
GCF_900239975.1,1967783,,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/239/975/GCF_900239975.1_Chlamydia_sp._S15-834K
GCF_003611275.1,1968541,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/611/275/GCF_003611275.1_ASM361127v1
GCF_003352165.1,1969806,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/165/GCF_003352165.1_ASM335216v1
GCF_002082565.1,1971364,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/565/GCF_002082565.1_ASM208256v1
GCF_004296495.1,1972133,Candidatus Nardonella dryophthoridicola,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/495/GCF_004296495.1_ASM429649v1
GCF_004296515.1,1971488,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/515/GCF_004296515.1_ASM429651v1
GCF_004001245.1,1972068,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/001/245/GCF_004001245.1_ASM400124v1
GCF_004296475.1,1972134,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/475/GCF_004296475.1_ASM429647v1
GCF_001022135.1,1972431,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/135/GCF_001022135.1_ASM102213v1
GCF_002186515.2,1972757,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/186/515/GCF_002186515.2_ASM218651v2
