Accession,tax_id,Species,Kingdom,Phylum,Class,Length,Description
NZ_CP025695.1,1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,6512,"Lactobacillus plantarum strain IRG1 plasmid pIRG105, complete sequence"
NZ_CP025694.1,1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,9739,"Lactobacillus plantarum strain IRG1 plasmid pIRG104, complete sequence"
NZ_CP025693.1,1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,12484,"Lactobacillus plantarum strain IRG1 plasmid pIRG103, complete sequence"
NZ_CP025692.1,1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,55589,"Lactobacillus plantarum strain IRG1 plasmid pIRG102, complete sequence"
NZ_CP025691.1,1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,70205,"Lactobacillus plantarum strain IRG1 plasmid pIRG101, complete sequence"
NZ_LR130566.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,4082,"Escherichia coli strain MS14387 genome assembly, plasmid: 3"
NZ_LR130565.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,133379,"Escherichia coli strain MS14387 genome assembly, plasmid: 2"
NZ_AP017899.1,1914525,Sphingopyxis sp. FD7,Bacteria,Proteobacteria,Alphaproteobacteria,242612,"Sphingopyxis sp. FD7 plasmid pSFD01 DNA, complete sequence"
NZ_CP015397.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,9456,"Klebsiella pneumoniae strain CR14 plasmid pCR14_5, complete sequence"
NZ_CP015396.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,110092,"Klebsiella pneumoniae strain CR14 plasmid pCR14_4, complete sequence"
NZ_CP015395.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,116419,"Klebsiella pneumoniae strain CR14 plasmid pCR14_3, complete sequence"
NZ_CP015394.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,154343,"Klebsiella pneumoniae strain CR14 plasmid pCR14_2, complete sequence"
NZ_CP015393.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,202696,"Klebsiella pneumoniae strain CR14 plasmid pCR14_1, complete sequence"
NZ_CP042287.1,985002,Staphylococcus argenteus,Bacteria,Firmicutes,Bacilli,21570,"Staphylococcus argenteus strain B3-25B plasmid pSALNBL21, complete sequence"
NZ_CP041279.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,34466,Enterococcus faecium strain VVEswe-S plasmid pVVEswe-S4
NZ_CP041278.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,1705,Enterococcus faecium strain VVEswe-S plasmid pVVEswe-S9
NZ_CP041277.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,1979,Enterococcus faecium strain VVEswe-S plasmid pVVEswe-S8
NZ_CP041276.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,4372,Enterococcus faecium strain VVEswe-S plasmid pVVEswe-S7
NZ_CP041275.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,5212,"Enterococcus faecium strain VVEswe-S plasmid pVVEswe-S6, complete sequence"
NZ_CP041273.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,65253,"Enterococcus faecium strain VVEswe-S plasmid pVVEswe-S3, complete sequence"
NZ_CP041272.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,89798,Enterococcus faecium strain VVEswe-S plasmid pVVEswe-S2
NZ_CP041271.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,194167,"Enterococcus faecium strain VVEswe-S plasmid pVVEswe-S1, complete sequence"
NZ_CP041269.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,35172,"Enterococcus faecium strain VVEswe-R plasmid pVVEswe-R4, complete sequence"
NZ_CP041268.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,1979,Enterococcus faecium strain VVEswe-R plasmid pVVEswe-R8
NZ_CP041267.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,4372,Enterococcus faecium strain VVEswe-R plasmid pVVEswe-R7
NZ_CP041266.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,6173,Enterococcus faecium strain VVEswe-R plasmid pVVEswe-R6
NZ_CP041265.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,14135,"Enterococcus faecium strain VVEswe-R plasmid pVVEswe-R5, complete sequence"
NZ_CP041264.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,65253,"Enterococcus faecium strain VVEswe-R plasmid pVVEswe-R3, complete sequence"
NZ_CP041263.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,89846,Enterococcus faecium strain VVEswe-R plasmid pVVEswe-R2
NZ_CP041262.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,195429,"Enterococcus faecium strain VVEswe-R plasmid pVVEswe-R1, complete sequence"
NZ_CP041625.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,32726,"Escherichia coli O157:H7 strain ATCC 43888 plasmid p35K_like, complete sequence"
NZ_CP041624.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,95081,"Escherichia coli O157:H7 strain ATCC 43888 plasmid pO157_like, complete sequence"
NZ_CP042265.1,2599296,Litoreibacter sp. LN3S51,Bacteria,Proteobacteria,Alphaproteobacteria,516857,"Litoreibacter sp. LN3S51 plasmid unnamed4, complete sequence"
NZ_CP042264.1,2599296,Litoreibacter sp. LN3S51,Bacteria,Proteobacteria,Alphaproteobacteria,323281,"Litoreibacter sp. LN3S51 plasmid unnamed3, complete sequence"
NZ_CP042263.1,2599296,Litoreibacter sp. LN3S51,Bacteria,Proteobacteria,Alphaproteobacteria,382321,"Litoreibacter sp. LN3S51 plasmid unnamed2, complete sequence"
NZ_CP042262.1,2599296,Litoreibacter sp. LN3S51,Bacteria,Proteobacteria,Alphaproteobacteria,448990,"Litoreibacter sp. LN3S51 plasmid unnamed1, complete sequence"
NZ_CP041642.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,121851,"Klebsiella pneumoniae strain PIMB15ND2KP27 plasmid pKP27-NDM4, complete sequence"
NZ_CP041641.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,144138,"Klebsiella pneumoniae strain PIMB15ND2KP27 plasmid pKP27-MCR1, complete sequence"
NZ_CP041640.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,222330,"Klebsiella pneumoniae strain PIMB15ND2KP27 plasmid pKP27-MPH, complete sequence"
NZ_CP042330.1,577489,Euhalothece natronophila,Bacteria,Cyanobacteria,,25471,"Euhalothece natronophila Z-M001 plasmid pEu4, complete sequence"
NZ_CP042329.1,577489,Euhalothece natronophila,Bacteria,Cyanobacteria,,44260,"Euhalothece natronophila Z-M001 plasmid pEu3, complete sequence"
NZ_CP042328.1,577489,Euhalothece natronophila,Bacteria,Cyanobacteria,,45552,"Euhalothece natronophila Z-M001 plasmid pEu2, complete sequence"
NZ_CP042327.1,577489,Euhalothece natronophila,Bacteria,Cyanobacteria,,82066,"Euhalothece natronophila Z-M001 plasmid pEu1, complete sequence"
NZ_CP029360.1,2202148,Azospirillum sp. CFH 70021,Bacteria,Proteobacteria,Alphaproteobacteria,54887,Azospirillum sp. CFH 70021 plasmid unnamed5
NZ_CP029359.1,2202148,Azospirillum sp. CFH 70021,Bacteria,Proteobacteria,Alphaproteobacteria,186821,Azospirillum sp. CFH 70021 plasmid unnamed4
NZ_CP029358.1,2202148,Azospirillum sp. CFH 70021,Bacteria,Proteobacteria,Alphaproteobacteria,405625,Azospirillum sp. CFH 70021 plasmid unnamed3
NZ_CP029357.1,2202148,Azospirillum sp. CFH 70021,Bacteria,Proteobacteria,Alphaproteobacteria,672413,Azospirillum sp. CFH 70021 plasmid unnamed2
NZ_CP029356.1,2202148,Azospirillum sp. CFH 70021,Bacteria,Proteobacteria,Alphaproteobacteria,882608,Azospirillum sp. CFH 70021 plasmid unnamed1
NZ_CP021037.1,28447,Clavibacter michiganensis,Bacteria,Actinobacteria,Actinobacteria,102376,"Clavibacter michiganensis subsp. insidiosus strain R1-3 plasmid pCI3, complete sequence"
NZ_CP021036.1,28447,Clavibacter michiganensis,Bacteria,Actinobacteria,Actinobacteria,48316,"Clavibacter michiganensis subsp. insidiosus strain R1-3 plasmid pCI2, complete sequence"
NZ_CP021035.1,28447,Clavibacter michiganensis,Bacteria,Actinobacteria,Actinobacteria,47291,"Clavibacter michiganensis subsp. insidiosus strain R1-3 plasmid pCI1, complete sequence"
NZ_CP027861.1,2021234,Ahniella affigens,Bacteria,Proteobacteria,Gammaproteobacteria,149386,"Ahniella affigens strain D13 plasmid unnamed, complete sequence"
NZ_CP027671.1,2109915,Simplicispira suum,Bacteria,Proteobacteria,Betaproteobacteria,97155,"Simplicispira suum strain SC1-8 plasmid unnamed2, complete sequence"
NZ_CP027670.1,2109915,Simplicispira suum,Bacteria,Proteobacteria,Betaproteobacteria,140077,"Simplicispira suum strain SC1-8 plasmid unnamed1, complete sequence"
NZ_CP026691.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,22270,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM9, complete sequence"
NZ_CP026690.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,66996,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM8, complete sequence"
NZ_CP026689.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,29551,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM7, complete sequence"
NZ_CP026688.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,30992,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM6, complete sequence"
NZ_CP026687.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,41255,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM5, complete sequence"
NZ_CP026686.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,44777,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM4, complete sequence"
NZ_CP026685.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,44778,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM3, complete sequence"
NZ_CP026684.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,167441,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM2, complete sequence"
NZ_CP026683.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,21916,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM10, complete sequence"
NZ_CP026682.1,1261031,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Bacteria,Cyanobacteria,,213966,"Nostoc sp. 'Peltigera membranacea cyanobiont' N6 plasmid pNPM1, complete sequence"
NZ_CP026654.1,2049881,Streptomyces dengpaensis,Bacteria,Actinobacteria,Actinobacteria,76609,"Streptomyces dengpaensis strain XZHG99 plasmid unnamed2, complete sequence"
NZ_CP026653.1,2049881,Streptomyces dengpaensis,Bacteria,Actinobacteria,Actinobacteria,92208,"Streptomyces dengpaensis strain XZHG99 plasmid unnamed1, complete sequence"
NZ_CP014066.1,85698,Achromobacter xylosoxidans,Bacteria,Proteobacteria,Betaproteobacteria,18415,"Achromobacter xylosoxidans strain FDAARGOS_162 plasmid unnamed, complete sequence"
NZ_AP019752.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,51624,"Staphylococcus aureus JRA307 plasmid: pJRA307-1 DNA, complete genome"
NZ_AP019800.1,190895,Vibrio rotiferianus,Bacteria,Proteobacteria,Gammaproteobacteria,243273,"Vibrio rotiferianus AM7 plasmid pAM7 DNA, complete genome"
NZ_AP019795.1,274,Thermus thermophilus,Bacteria,Deinococcus-Thermus,Deinococci,215278,"Thermus thermophilus AA2-29 plasmid pAA229 DNA, complete genome"
NZ_AP019776.1,104628,Helicobacter suis,Bacteria,Proteobacteria,Epsilonproteobacteria,5825,"Helicobacter suis SNTW101c plasmid: pSNTW101c_2 DNA, complete genome"
NZ_AP019775.1,104628,Helicobacter suis,Bacteria,Proteobacteria,Epsilonproteobacteria,9051,"Helicobacter suis SNTW101c plasmid: pSNTW101c_1 DNA, complete genome"
NZ_AP019633.1,61645,Enterobacter asburiae,Bacteria,Proteobacteria,Gammaproteobacteria,130975,"Enterobacter asburiae 1808-013 plasmid pEAS1808-013-1 DNA, complete genome"
NZ_AP019631.1,61645,Enterobacter asburiae,Bacteria,Proteobacteria,Gammaproteobacteria,125013,"Enterobacter asburiae 17Nkhm-UP2 plasmid pEAS17Nkhm-UP2-1 DNA, complete genome"
NZ_AP019636.1,2565914,Enterobacter sp. 18A13,Bacteria,Proteobacteria,Gammaproteobacteria,9021,"Enterobacter sp. 18A13 plasmid pECC18A13-2 DNA, complete genome"
NZ_AP019635.1,2565914,Enterobacter sp. 18A13,Bacteria,Proteobacteria,Gammaproteobacteria,150509,"Enterobacter sp. 18A13 plasmid pECC18A13-1 DNA, complete genome"
NZ_AP019722.1,1282,Staphylococcus epidermidis,Bacteria,Firmicutes,Bacilli,4439,"Staphylococcus epidermidis NBRC 100911 plasmid pSEP1 DNA, complete genome"
NZ_AP019715.1,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,84215,"Bacillus subtilis subsp. subtilis NBRC 13719 plasmid pBSU1 DNA, complete genome"
NZ_AP019748.1,40216,Acinetobacter radioresistens,Bacteria,Proteobacteria,Gammaproteobacteria,4376,"Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 plasmid pARA8 DNA, complete genome"
NZ_AP019747.1,40216,Acinetobacter radioresistens,Bacteria,Proteobacteria,Gammaproteobacteria,5208,"Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 plasmid pARA7 DNA, complete genome"
NZ_AP019746.1,40216,Acinetobacter radioresistens,Bacteria,Proteobacteria,Gammaproteobacteria,5898,"Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 plasmid pARA6 DNA, complete genome"
NZ_AP019745.1,40216,Acinetobacter radioresistens,Bacteria,Proteobacteria,Gammaproteobacteria,9388,"Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 plasmid pARA5 DNA, complete genome"
NZ_AP019744.1,40216,Acinetobacter radioresistens,Bacteria,Proteobacteria,Gammaproteobacteria,22527,"Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 plasmid pARA4 DNA, complete genome"
NZ_AP019743.1,40216,Acinetobacter radioresistens,Bacteria,Proteobacteria,Gammaproteobacteria,29910,"Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 plasmid pARA3 DNA, complete genome"
NZ_AP019742.1,40216,Acinetobacter radioresistens,Bacteria,Proteobacteria,Gammaproteobacteria,77605,"Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 plasmid pARA2 DNA, complete genome"
NZ_AP019741.1,40216,Acinetobacter radioresistens,Bacteria,Proteobacteria,Gammaproteobacteria,240231,"Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 plasmid pARA1 DNA, complete genome"
NZ_AP019733.1,1392,Bacillus anthracis,Bacteria,Firmicutes,Bacilli,94736,"Bacillus anthracis PCr plasmid PCr-pXO2 DNA, complete genome"
NZ_AP019732.1,1392,Bacillus anthracis,Bacteria,Firmicutes,Bacilli,181773,"Bacillus anthracis PCr plasmid PCr-pXO1 DNA, complete genome"
NZ_AP019694.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,2345,"Salmonella enterica subsp. enterica serovar Senftenberg SL180013 plasmid: pSL180013-2 DNA, complete genome"
NZ_AP019693.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,4096,"Salmonella enterica subsp. enterica serovar Senftenberg SL180013 plasmid: pSL180013-1 DNA, complete genome"
NZ_AP019728.1,820,Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,4306,"Bacteroides uniformis NBRC 113350 plasmid pBUN4 DNA, complete genome"
NZ_AP019727.1,820,Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,6783,"Bacteroides uniformis NBRC 113350 plasmid pBUN3 DNA, complete genome"
NZ_AP019726.1,820,Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,119377,"Bacteroides uniformis NBRC 113350 plasmid pBUN2 DNA, complete genome"
NZ_AP019725.1,820,Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,124183,"Bacteroides uniformis NBRC 113350 plasmid pBUN1 DNA, complete genome"
NZ_AP019719.1,1492,Clostridium butyricum,Bacteria,Firmicutes,Clostridia,6059,"Clostridium butyricum NBRC 13949 plasmid pCBU3 DNA, complete genome"
NZ_AP019718.1,1492,Clostridium butyricum,Bacteria,Firmicutes,Clostridia,8060,"Clostridium butyricum NBRC 13949 plasmid pCBU2 DNA, complete genome"
NZ_AP019717.1,1492,Clostridium butyricum,Bacteria,Firmicutes,Clostridia,770199,"Clostridium butyricum NBRC 13949 plasmid pCBU1 DNA, complete genome"
NZ_AP019396.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,17267,"Enterococcus faecium QU 50 plasmid pQS50 DNA, complete genome"
NZ_AP019395.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,196595,"Enterococcus faecium QU 50 plasmid pQL50 DNA, complete genome"
NZ_LR595849.1,1313,Streptococcus pneumoniae,Bacteria,Firmicutes,Bacilli,5247,"Streptococcus pneumoniae strain 4559 genome assembly, plasmid: 2"
NZ_LR595694.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,2088,"Escherichia coli isolate EcMAD1 genome assembly, plasmid: pEcMAD3"
NZ_LR595693.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,51479,"Escherichia coli isolate EcMAD1 genome assembly, plasmid: pEcMAD2"
NZ_LR595692.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,98473,"Escherichia coli isolate EcMAD1 genome assembly, plasmid: pEcMAD1"
NZ_LS450959.1,83555,Chlamydia abortus,Bacteria,Chlamydiae,Chlamydiia,7680,"Chlamydia abortus strain 15-70d24 genome assembly, plasmid: II"
NZ_LS450957.1,83555,Chlamydia abortus,Bacteria,Chlamydiae,Chlamydiia,7683,"Chlamydia abortus strain 15-49d3 genome assembly, plasmid: II"
NZ_CP038795.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,4091,"Escherichia coli strain PF9285 plasmid pDW54_4, complete sequence"
NZ_CP038794.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,4715,"Escherichia coli strain PF9285 plasmid pDW54_3, complete sequence"
NZ_CP038793.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,87604,"Escherichia coli strain PF9285 plasmid pDW54_2, complete sequence"
NZ_CP038792.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,129920,"Escherichia coli strain PF9285 plasmid pDW54_1, complete sequence"
NZ_LR213457.1,623,Shigella flexneri,Bacteria,Proteobacteria,Gammaproteobacteria,76615,"Shigella flexneri strain AUSMDU00008332 genome assembly, plasmid: 3"
NZ_LR213456.1,623,Shigella flexneri,Bacteria,Proteobacteria,Gammaproteobacteria,234171,"Shigella flexneri strain AUSMDU00008332 genome assembly, plasmid: 2"
NZ_LS992184.1,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,185156,"Citrobacter freundii isolate Citrobacter freundii str. U2785 genome assembly, plasmid: 2"
NZ_LS992179.1,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,9294,"Citrobacter freundii isolate Citrobacter freundii str. E2614 genome assembly, plasmid: 5"
NZ_LS992178.1,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,18553,"Citrobacter freundii isolate Citrobacter freundii str. E2614 genome assembly, plasmid: 4"
NZ_LS992177.1,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,71403,"Citrobacter freundii isolate Citrobacter freundii str. E2614 genome assembly, plasmid: 3"
NZ_LS992176.1,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,159493,"Citrobacter freundii isolate Citrobacter freundii str. E2614 genome assembly, plasmid: 2"
NZ_LS992191.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,133139,"Escherichia coli isolate Escherichia coli str. TO148 genome assembly, plasmid: 2"
NZ_LR025097.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,142200,"Escherichia coli isolate EC-7215 genome assembly, plasmid: 2"
NZ_LS999207.1,550,Enterobacter cloacae,Bacteria,Proteobacteria,Gammaproteobacteria,150302,"Enterobacter cloacae isolate EC-TO80 genome assembly, plasmid: 2"
NZ_LS992189.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,64687,"Escherichia coli isolate Escherichia coli str. 3426 genome assembly, plasmid: 5"
NZ_LS992188.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,96986,"Escherichia coli isolate Escherichia coli str. 3426 genome assembly, plasmid: 4"
NZ_LS992187.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,99072,"Escherichia coli isolate Escherichia coli str. 3426 genome assembly, plasmid: 3"
NZ_LS992186.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,164477,"Escherichia coli isolate Escherichia coli str. 3426 genome assembly, plasmid: 2"
NZ_LR213461.1,624,Shigella sonnei,Bacteria,Proteobacteria,Gammaproteobacteria,83905,"Shigella sonnei strain AUSMDU00008333 genome assembly, plasmid: 4"
NZ_LR213460.1,624,Shigella sonnei,Bacteria,Proteobacteria,Gammaproteobacteria,91948,"Shigella sonnei strain AUSMDU00008333 genome assembly, plasmid: 3"
NZ_LR213459.1,624,Shigella sonnei,Bacteria,Proteobacteria,Gammaproteobacteria,108101,"Shigella sonnei strain AUSMDU00008333 genome assembly, plasmid: 2"
NZ_LR213454.1,623,Shigella flexneri,Bacteria,Proteobacteria,Gammaproteobacteria,69446,"Shigella flexneri strain AUSMDU00008355 genome assembly, plasmid: 3"
NZ_LR213453.1,623,Shigella flexneri,Bacteria,Proteobacteria,Gammaproteobacteria,82887,"Shigella flexneri strain AUSMDU00008355 genome assembly, plasmid: 2"
NZ_LR027879.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,28654,"Staphylococcus aureus strain BPH2003 genome assembly, plasmid: 2"
NZ_LR027872.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,25552,"Staphylococcus aureus strain BPH2019 genome assembly, plasmid: 3"
NZ_LR027871.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,25922,"Staphylococcus aureus strain BPH2019 genome assembly, plasmid: 2"
NZ_LR027875.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,23576,"Staphylococcus aureus strain BPH2056 genome assembly, plasmid: 2"
NZ_AP019370.1,2493639,Silvanigrellales bacterium RF1110005,Bacteria,Proteobacteria,Oligoflexia,68835,"Silvanigrellales bacterium RF1110005 68K plasmid DNA, complete genome"
NZ_AP019369.1,2493639,Silvanigrellales bacterium RF1110005,Bacteria,Proteobacteria,Oligoflexia,79496,"Silvanigrellales bacterium RF1110005 79K plasmid DNA, complete genome"
NZ_LR130520.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,3125,"Staphylococcus aureus strain BPH2986 genome assembly, plasmid: 3"
NZ_LR130519.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27037,"Staphylococcus aureus strain BPH2986 genome assembly, plasmid: 2"
NZ_LR130563.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,114230,"Escherichia coli strain MS14384 genome assembly, plasmid: 2"
NZ_LR130517.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,3011,"Staphylococcus aureus strain BPH2947 genome assembly, plasmid: 3"
NZ_LR130516.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27319,"Staphylococcus aureus strain BPH2947 genome assembly, plasmid: 2"
NZ_LR130554.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,93927,"Escherichia coli strain MS14386 genome assembly, plasmid: 3"
NZ_LR130553.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,123043,"Escherichia coli strain MS14386 genome assembly, plasmid: 2"
NZ_LR130551.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,13841,"Klebsiella pneumoniae strain KPC2 genome assembly, plasmid: 4"
NZ_LR130550.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,43380,"Klebsiella pneumoniae strain KPC2 genome assembly, plasmid: 3"
NZ_LR130549.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,207198,"Klebsiella pneumoniae strain KPC2 genome assembly, plasmid: 2"
NZ_LR136959.1,2358187,Alteromonas sp. 76-1,Bacteria,Proteobacteria,Gammaproteobacteria,125985,"Alteromonas sp. 76-1 genome assembly, plasmid: pAlt76"
NZ_LR130561.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,5167,"Escherichia coli strain MS14385 genome assembly, plasmid: 7"
NZ_LR130560.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,6850,"Escherichia coli strain MS14385 genome assembly, plasmid: 6"
NZ_LR130559.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,47288,"Escherichia coli strain MS14385 genome assembly, plasmid: 5"
NZ_LR130558.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,52792,"Escherichia coli strain MS14385 genome assembly, plasmid: 4"
NZ_LR130557.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,112419,"Escherichia coli strain MS14385 genome assembly, plasmid: 3"
NZ_LR130556.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,136397,"Escherichia coli strain MS14385 genome assembly, plasmid: 2"
NZ_LR130542.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,202379,"Klebsiella pneumoniae strain AJ218 genome assembly, plasmid: 2"
NZ_LR025095.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,63592,"Klebsiella pneumoniae isolate KP9201 genome assembly, plasmid: pOXA-48_920"
NZ_LR025094.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,55398,"Klebsiella pneumoniae isolate KP9201 genome assembly, plasmid: 4"
NZ_LR025093.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,231732,"Klebsiella pneumoniae isolate KP9201 genome assembly, plasmid: 2"
NZ_LR130547.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,1545,"Escherichia coli strain B36 genome assembly, plasmid: 3"
